"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
9049,AW00020048,Virginia Srini,47,"40-49",Regular,"2013-07-28",146,2,3142,2,2,29,1571.000000000000,108.344827586206
9050,AW00020049,Colleen Chavez,49,"40-49",Regular,"2013-08-23",145,2,3150,3,3,30,1575.000000000000,105.000000000000
9051,AW00020050,Adriana Prasad,48,"40-49",New,"2013-02-01",151,1,59,2,2,0,59.000000000000,59.000000000000
9052,AW00020051,Linda Dominguez,42,"40-49",Regular,"2013-12-28",141,3,4464,9,9,22,1488.000000000000,202.909090909090
9053,AW00020052,Theodore Ruiz,48,"40-49",Regular,"2013-03-19",150,2,3214,5,5,24,1607.000000000000,133.916666666666
9054,AW00020053,Jessie Yang,48,"40-49",New,"2013-06-25",147,1,36,3,3,0,36.000000000000,36.000000000000
9055,AW00020054,Clarence Nara,47,"40-49",Regular,"2013-04-11",149,2,3338,5,5,25,1669.000000000000,133.520000000000
9056,AW00020055,Ruben Ruiz,49,"40-49",New,"2013-06-26",147,1,83,3,3,0,83.000000000000,83.000000000000
9057,AW00020056,Johnny She,48,"40-49",New,"2013-11-21",142,1,144,5,5,0,144.000000000000,144.000000000000
9058,AW00020057,Ramon Zhou,49,"40-49",New,"2013-09-10",144,1,48,3,3,0,48.000000000000,48.000000000000
9059,AW00020058,Roger Liu,49,"40-49",New,"2013-05-31",148,1,31,3,3,0,31.000000000000,31.000000000000
9060,AW00020059,Madison Washington,49,"40-49",New,"2013-07-15",146,1,1170,2,2,0,1170.000000000000,1170.000000000000
9061,AW00020060,Kayla Jackson,48,"40-49",Regular,"2013-08-07",145,2,3142,2,2,29,1571.000000000000,108.344827586206
9062,AW00020061,Sharon Nath,48,"40-49",New,"2013-07-24",146,1,1174,2,2,0,1174.000000000000,1174.000000000000
9063,AW00020062,Russell Carson,125,"50 and above",Regular,"2013-03-30",150,2,1997,5,5,14,998.500000000000,142.642857142857
9064,AW00020063,Kristy Ortega,50,"50 and above",New,"2013-12-09",141,1,65,3,3,0,65.000000000000,65.000000000000
9065,AW00020064,Whitney Prasad,43,"40-49",New,"2013-06-18",147,1,39,2,2,0,39.000000000000,39.000000000000
9066,AW00020065,Grant Lal,48,"40-49",New,"2013-12-19",141,1,21,1,1,0,21.000000000000,21.000000000000
9067,AW00020066,Marcus White,40,"40-49",New,"2013-05-09",148,1,1170,2,2,0,1170.000000000000,1170.000000000000
9068,AW00020067,Destiny Thompson,45,"40-49",New,"2013-05-21",148,1,1155,2,2,0,1155.000000000000,1155.000000000000
9069,AW00020068,Alexandria Peterson,46,"40-49",New,"2013-05-27",148,1,1120,1,1,0,1120.000000000000,1120.000000000000
9070,AW00020069,Jessica Smith,45,"40-49",New,"2013-10-01",143,1,575,2,2,0,575.000000000000,575.000000000000
9071,AW00020070,Richard Morris,54,"50 and above",New,"2013-07-22",146,1,40,2,2,0,40.000000000000,40.000000000000
9072,AW00020071,Sean Campbell,48,"40-49",New,"2013-03-03",150,1,79,2,2,0,79.000000000000,79.000000000000
9073,AW00020072,Kaitlyn Martinez,54,"50 and above",New,"2013-05-13",148,1,1155,2,2,0,1155.000000000000,1155.000000000000
9074,AW00020073,Melissa Cooper,48,"40-49",New,"2013-05-08",148,1,1170,2,2,0,1170.000000000000,1170.000000000000
9075,AW00020074,Preston Madan,66,"50 and above",New,"2013-10-16",143,1,589,4,4,0,589.000000000000,589.000000000000
9076,AW00020075,Aaron Allen,67,"50 and above",New,"2011-12-02",165,1,3400,1,1,0,3400.000000000000,3400.000000000000
9077,AW00020076,Beth Vazquez,67,"50 and above",New,"2013-11-21",142,1,554,3,3,0,554.000000000000,554.000000000000
9078,AW00020077,Aidan Coleman,66,"50 and above",New,"2013-11-01",142,1,633,5,5,0,633.000000000000,633.000000000000
9079,AW00020078,Jose Lee,61,"50 and above",New,"2013-11-21",142,1,629,3,3,0,629.000000000000,629.000000000000
9080,AW00020079,Alexandra Taylor,61,"50 and above",New,"2013-11-19",142,1,5,1,1,0,5.000000000000,5.000000000000
9081,AW00020080,Maria Stewart,56,"50 and above",New,"2013-11-02",142,1,549,2,2,0,549.000000000000,549.000000000000
9082,AW00020081,Jerry Xie,67,"50 and above",New,"2013-10-15",143,1,59,2,2,0,59.000000000000,59.000000000000
9083,AW00020082,Caroline Henderson,67,"50 and above",New,"2014-01-08",140,2,138,6,6,6,69.000000000000,23.000000000000
9084,AW00020083,Terry Kumar,61,"50 and above",New,"2013-11-04",142,1,40,2,2,0,40.000000000000,40.000000000000
9085,AW00020084,Alex Stewart,56,"50 and above",New,"2013-11-29",142,2,63,5,4,6,31.500000000000,10.500000000000
9086,AW00020085,Jessica Moore,66,"50 and above",New,"2013-08-20",145,2,77,6,5,2,38.500000000000,38.500000000000
9087,AW00020086,Jeremiah Hayes,54,"50 and above",New,"2013-05-22",148,2,129,5,5,2,64.500000000000,64.500000000000
9088,AW00020087,Seth Gray,60,"50 and above",New,"2014-01-04",140,2,113,4,4,7,56.500000000000,16.142857142857
9089,AW00020088,Jose Lewis,60,"50 and above",New,"2013-06-07",147,1,5,1,1,0,5.000000000000,5.000000000000
9090,AW00020089,Luis Powell,66,"50 and above",New,"2013-07-17",146,1,5,1,1,0,5.000000000000,5.000000000000
9091,AW00020090,Blake Edwards,65,"50 and above",New,"2013-11-28",142,1,549,2,2,0,549.000000000000,549.000000000000
9092,AW00020091,Andrea Parker,49,"40-49",New,"2013-11-21",142,1,563,4,4,0,563.000000000000,563.000000000000
9093,AW00020092,Ethan Sharma,66,"50 and above",New,"2013-05-26",148,1,1149,3,3,0,1149.000000000000,1149.000000000000
9094,AW00020093,Megan Clark,60,"50 and above",New,"2013-05-04",148,1,1179,3,3,0,1179.000000000000,1179.000000000000
9095,AW00020094,Lindsey Chande,64,"50 and above",New,"2013-08-07",145,1,14,2,2,0,14.000000000000,14.000000000000
9096,AW00020095,Ana Flores,64,"50 and above",New,"2013-09-06",144,1,60,2,2,0,60.000000000000,60.000000000000
9097,AW00020096,Jonathan Lal,65,"50 and above",New,"2013-12-19",141,2,71,3,3,5,35.500000000000,14.200000000000
9098,AW00020097,Brittany Griffin,64,"50 and above",New,"2013-05-03",148,1,1120,1,1,0,1120.000000000000,1120.000000000000
9099,AW00020098,Alexis Lewis,52,"50 and above",New,"2013-10-19",143,1,69,2,2,0,69.000000000000,69.000000000000
9100,AW00020099,Devon Xie,64,"50 and above",New,"2013-09-01",144,1,5,1,1,0,5.000000000000,5.000000000000
9101,AW00020100,Jesse Watson,64,"50 and above",New,"2013-12-19",141,1,40,2,2,0,40.000000000000,40.000000000000
9102,AW00020101,Devin Hayes,58,"50 and above",New,"2013-11-13",142,1,68,3,3,0,68.000000000000,68.000000000000
9103,AW00020102,Arianna Jenkins,64,"50 and above",New,"2013-09-14",144,1,40,2,2,0,40.000000000000,40.000000000000
9104,AW00020103,William Robinson,63,"50 and above",New,"2013-05-04",148,1,104,3,3,0,104.000000000000,104.000000000000
9105,AW00020104,Louis Xu,62,"50 and above",New,"2013-02-27",151,2,66,6,5,0,33.000000000000,66.000000000000
9106,AW00020105,Alexis Taylor,62,"50 and above",New,"2013-08-20",145,1,69,3,3,0,69.000000000000,69.000000000000
9107,AW00020106,Amber Hall,62,"50 and above",New,"2013-06-09",147,2,132,4,4,2,66.000000000000,66.000000000000
9108,AW00020107,Danielle Morris,63,"50 and above",New,"2013-07-24",146,1,70,1,1,0,70.000000000000,70.000000000000
9109,AW00020108,Glenn Gao,56,"50 and above",New,"2013-05-03",148,1,1155,2,2,0,1155.000000000000,1155.000000000000
9110,AW00020109,Katelyn Stewart,62,"50 and above",New,"2013-05-17",148,1,1155,2,2,0,1155.000000000000,1155.000000000000
9111,AW00020110,Austin Perry,62,"50 and above",New,"2013-05-30",148,1,1120,1,1,0,1120.000000000000,1120.000000000000
9112,AW00020111,Brittney Zhu,61,"50 and above",New,"2013-06-03",147,1,1169,4,4,0,1169.000000000000,1169.000000000000
9113,AW00020112,Shelby James,62,"50 and above",New,"2013-10-20",143,1,79,2,2,0,79.000000000000,79.000000000000
9114,AW00020113,Christina Murphy,62,"50 and above",New,"2013-10-27",143,1,70,1,1,0,70.000000000000,70.000000000000
9115,AW00020114,Joseph Thompson,61,"50 and above",New,"2013-05-31",148,1,79,2,2,0,79.000000000000,79.000000000000
9116,AW00020115,Megan Jones,61,"50 and above",New,"2013-03-03",150,1,120,2,2,0,120.000000000000,120.000000000000
9117,AW00020116,Hannah Bryant,61,"50 and above",New,"2013-03-04",150,1,120,2,2,0,120.000000000000,120.000000000000
9118,AW00020117,Brandon Jenkins,48,"40-49",New,"2013-03-26",150,1,79,2,2,0,79.000000000000,79.000000000000
9119,AW00020118,Jacqueline Henderson,47,"40-49",New,"2013-06-21",147,1,1170,2,2,0,1170.000000000000,1170.000000000000
9120,AW00020119,Carlos Hernandez,47,"40-49",New,"2013-10-04",143,1,70,1,1,0,70.000000000000,70.000000000000
9121,AW00020120,Fernando Hughes,46,"40-49",New,"2013-04-09",149,1,120,2,2,0,120.000000000000,120.000000000000
9122,AW00020121,Dylan Butler,46,"40-49",New,"2013-03-18",150,1,70,1,1,0,70.000000000000,70.000000000000
9123,AW00020122,Jeremy Bailey,46,"40-49",New,"2013-11-12",142,1,129,3,3,0,129.000000000000,129.000000000000
9124,AW00020123,Aaron Gonzalez,47,"40-49",New,"2013-10-10",143,1,133,3,3,0,133.000000000000,133.000000000000
9125,AW00020124,Natalie Coleman,46,"40-49",New,"2013-06-08",147,1,70,1,1,0,70.000000000000,70.000000000000
9126,AW00020125,Natalie Clark,48,"40-49",New,"2013-05-29",148,1,120,2,2,0,120.000000000000,120.000000000000
9127,AW00020126,Seth Carter,48,"40-49",New,"2014-01-09",140,1,70,1,1,0,70.000000000000,70.000000000000
9128,AW00020127,Carlos Sanders,49,"40-49",New,"2013-04-12",149,1,70,1,1,0,70.000000000000,70.000000000000
9129,AW00020128,Ian Miller,49,"40-49",New,"2013-07-11",146,1,79,2,2,0,79.000000000000,79.000000000000
9130,AW00020129,Nicole Stewart,48,"40-49",New,"2013-04-04",149,1,120,2,2,0,120.000000000000,120.000000000000
9131,AW00020130,Jordan Nelson,48,"40-49",New,"2013-01-31",152,1,5,1,1,0,5.000000000000,5.000000000000
9132,AW00020131,Carolyn Gutierrez,56,"50 and above",New,"2013-12-26",141,1,39,2,2,0,39.000000000000,39.000000000000
9133,AW00020132,Jenny Shen,57,"50 and above",New,"2013-06-10",147,1,70,3,3,0,70.000000000000,70.000000000000
9134,AW00020133,Jorge Li,52,"50 and above",New,"2013-07-04",146,1,29,2,2,0,29.000000000000,29.000000000000
9135,AW00020134,Franklin Zhao,58,"50 and above",New,"2014-01-26",140,1,149,3,3,0,149.000000000000,149.000000000000
9136,AW00020135,Grace Price,59,"50 and above",New,"2013-07-01",146,1,70,3,3,0,70.000000000000,70.000000000000
9137,AW00020136,Bonnie Kennedy,53,"50 and above",New,"2014-01-04",140,1,27,2,2,0,27.000000000000,27.000000000000
9138,AW00020137,Jarrod Fernandez,59,"50 and above",New,"2013-12-06",141,1,79,4,4,0,79.000000000000,79.000000000000
9139,AW00020138,Kendra Moreno,85,"50 and above",New,"2013-02-06",151,1,120,4,4,0,120.000000000000,120.000000000000
9140,AW00020139,Connor Wright,41,"40-49",New,"2013-05-04",148,1,70,1,1,0,70.000000000000,70.000000000000
9141,AW00020140,Joe Navarro,61,"50 and above",New,"2013-05-04",148,1,30,1,1,0,30.000000000000,30.000000000000
9142,AW00020141,Angelica Flores,61,"50 and above",New,"2013-11-08",142,1,4,1,1,0,4.000000000000,4.000000000000
9143,AW00020142,Lydia Lopez,63,"50 and above",New,"2013-01-31",152,1,4,1,1,0,4.000000000000,4.000000000000
9144,AW00020143,Jimmy Suarez,63,"50 and above",New,"2013-07-28",146,1,32,2,2,0,32.000000000000,32.000000000000
9145,AW00020144,Roger Lin,64,"50 and above",New,"2013-12-29",141,1,121,4,4,0,121.000000000000,121.000000000000
9146,AW00020145,Fernando Lee,54,"50 and above",New,"2013-07-12",146,1,1184,4,4,0,1184.000000000000,1184.000000000000
9147,AW00020146,Mackenzie Hall,74,"50 and above",New,"2013-02-15",151,1,4,1,1,0,4.000000000000,4.000000000000
9148,AW00020147,Tabitha Ramos,78,"50 and above",New,"2013-06-19",147,1,38,3,3,0,38.000000000000,38.000000000000
9149,AW00020148,Terry Nath,78,"50 and above",New,"2013-03-16",150,1,6,2,2,0,6.000000000000,6.000000000000
9150,AW00020149,Heidi Arun,77,"50 and above",Regular,"2013-08-06",145,2,3165,5,5,29,1582.500000000000,109.137931034482
9151,AW00020150,Gary Rubio,77,"50 and above",Regular,"2013-04-07",149,2,3264,6,6,24,1632.000000000000,136.000000000000
9152,AW00020151,Jamie Guo,39,"30-39",Regular,"2013-02-25",151,2,4152,5,5,16,2076.000000000000,259.500000000000
9153,AW00020152,Rafael She,39,"30-39",Regular,"2013-02-05",151,2,4142,3,3,16,2071.000000000000,258.875000000000
9154,AW00020153,Diane Sanz,41,"40-49",New,"2013-07-30",146,1,14,2,2,0,14.000000000000,14.000000000000
9155,AW00020154,Raul Luo,41,"40-49",Regular,"2013-02-14",151,2,4153,3,3,16,2076.500000000000,259.562500000000
9156,AW00020155,Jay Fernandez,42,"40-49",New,"2013-06-29",147,1,60,2,2,0,60.000000000000,60.000000000000
9157,AW00020156,Jay Madan,43,"40-49",Regular,"2013-02-25",151,2,4139,3,3,16,2069.500000000000,258.687500000000
9158,AW00020157,Riley Reed,42,"40-49",Regular,"2013-02-07",151,2,4118,2,2,16,2059.000000000000,257.375000000000
9159,AW00020158,Rodney Blanco,41,"40-49",Regular,"2013-01-31",152,2,4153,3,3,15,2076.500000000000,276.866666666666
9160,AW00020159,Ernest Zhu,41,"40-49",Regular,"2013-02-07",151,2,4167,5,5,16,2083.500000000000,260.437500000000
9161,AW00020160,George Garcia,41,"40-49",Regular,"2013-02-22",151,2,4237,6,6,17,2118.500000000000,249.235294117647
9162,AW00020161,Albert Sanz,71,"50 and above",New,"2013-06-26",147,1,39,2,2,0,39.000000000000,39.000000000000
9163,AW00020162,Kelsey Nath,76,"50 and above",Regular,"2013-04-10",149,2,1966,4,4,14,983.000000000000,140.428571428571
9164,AW00020163,Krystal Zhang,77,"50 and above",Regular,"2013-04-16",149,2,1903,2,2,13,951.500000000000,146.384615384615
9165,AW00020164,Carol Ann Rockne,76,"50 and above",Regular,"2013-09-18",144,2,3150,3,3,29,1575.000000000000,108.620689655172
9166,AW00020165,Kristina Mehta,77,"50 and above",Regular,"2013-09-07",144,2,3191,5,5,29,1595.500000000000,110.034482758620
9167,AW00020166,Monique Gutierrez,58,"50 and above",Regular,"2013-04-05",149,2,1967,5,5,13,983.500000000000,151.307692307692
9168,AW00020167,Joe Serrano,53,"50 and above",Regular,"2013-09-25",144,2,3142,2,2,28,1571.000000000000,112.214285714285
9169,AW00020168,Jessie Serrano,59,"50 and above",New,"2013-12-31",141,1,32,2,2,0,32.000000000000,32.000000000000
9170,AW00020169,Garrett Gray,59,"50 and above",New,"2014-01-25",140,1,79,4,4,0,79.000000000000,79.000000000000
9171,AW00020170,Jerome Martin,60,"50 and above",Regular,"2013-10-16",143,2,3177,3,3,29,1588.500000000000,109.551724137931
9172,AW00020171,Bailey King,60,"50 and above",Regular,"2013-05-06",148,2,1938,3,3,14,969.000000000000,138.428571428571
9173,AW00020172,Kelli Gao,55,"50 and above",Regular,"2013-11-25",142,2,3150,3,3,30,1575.000000000000,105.000000000000
9174,AW00020173,Dennis Zhao,44,"40-49",Regular,"2013-04-14",149,2,3181,5,5,22,1590.500000000000,144.590909090909
9175,AW00020174,Douglas Gonzalez,47,"40-49",New,"2013-10-16",143,1,30,1,1,0,30.000000000000,30.000000000000
9176,AW00020175,Alisha Lu,46,"40-49",New,"2013-07-09",146,1,1214,4,4,0,1214.000000000000,1214.000000000000
9177,AW00020176,Antonio Alexander,39,"30-39",New,"2013-10-01",143,1,32,2,2,0,32.000000000000,32.000000000000
9178,AW00020177,Kelvin Li,39,"30-39",New,"2013-06-11",147,1,6,2,2,0,6.000000000000,6.000000000000
9179,AW00020178,Deborah Anand,40,"40-49",New,"2013-03-21",150,1,4,1,1,0,4.000000000000,4.000000000000
9180,AW00020179,Denise Patel,41,"40-49",New,"2013-06-01",147,1,25,1,1,0,25.000000000000,25.000000000000
9181,AW00020180,Amanda Sanders,58,"50 and above",New,"2013-01-01",152,1,2488,4,4,0,2488.000000000000,2488.000000000000
9182,AW00020181,Catherine Brooks,58,"50 and above",New,"2013-01-10",152,1,2443,1,1,0,2443.000000000000,2443.000000000000
9183,AW00020182,Isabelle Price,58,"50 and above",VIP,"2013-11-05",142,2,5750,3,3,23,2875.000000000000,250.000000000000
9184,AW00020183,Sophia Allen,46,"40-49",New,"2013-01-29",152,1,2451,2,2,0,2451.000000000000,2451.000000000000
9185,AW00020184,Jessica Richardson,59,"50 and above",New,"2013-04-26",149,1,124,2,2,0,124.000000000000,124.000000000000
9186,AW00020185,Xavier Cooper,58,"50 and above",New,"2013-09-16",144,1,70,1,1,0,70.000000000000,70.000000000000
9187,AW00020186,Connor Li,58,"50 and above",Regular,"2013-10-04",143,2,3191,2,2,21,1595.500000000000,151.952380952380
9188,AW00020187,Robert King,58,"50 and above",New,"2013-06-16",147,1,1179,3,3,0,1179.000000000000,1179.000000000000
9189,AW00020188,Kimberly Watson,58,"50 and above",Regular,"2013-10-26",143,2,3226,3,3,21,1613.000000000000,153.619047619047
9190,AW00020189,Grace Hall,47,"40-49",New,"2013-09-15",144,1,5,1,1,0,5.000000000000,5.000000000000
9191,AW00020190,Angela Reed,52,"50 and above",New,"2013-06-20",147,1,1204,4,4,0,1204.000000000000,1204.000000000000
9192,AW00020191,Chad Rai,53,"50 and above",New,"2013-06-28",147,1,1143,4,4,0,1143.000000000000,1143.000000000000
9193,AW00020192,Amber Campbell,52,"50 and above",New,"2013-06-14",147,1,1155,2,2,0,1155.000000000000,1155.000000000000
9194,AW00020193,Alyssa Gray,47,"40-49",New,"2013-06-10",147,1,1120,1,1,0,1120.000000000000,1120.000000000000
9195,AW00020194,Connor Campbell,59,"50 and above",New,"2013-06-23",147,1,1174,2,2,0,1174.000000000000,1174.000000000000
9196,AW00020195,Blake Wilson,59,"50 and above",New,"2013-06-02",147,1,1174,2,2,0,1174.000000000000,1174.000000000000
9197,AW00020196,Cameron Perry,59,"50 and above",New,"2013-06-27",147,1,1120,1,1,0,1120.000000000000,1120.000000000000
9198,AW00020197,Olivia Johnson,60,"50 and above",New,"2013-06-23",147,1,1145,2,2,0,1145.000000000000,1145.000000000000
9199,AW00020198,Sierra Evans,60,"50 and above",New,"2013-06-13",147,1,1174,2,2,0,1174.000000000000,1174.000000000000
9200,AW00020199,Hailey Cook,60,"50 and above",New,"2013-02-20",151,1,2502,3,3,0,2502.000000000000,2502.000000000000
9201,AW00020200,Noah Gonzales,61,"50 and above",New,"2013-01-28",152,1,2480,3,3,0,2480.000000000000,2480.000000000000
9202,AW00020201,Chloe Harris,60,"50 and above",New,"2014-01-28",140,1,134,2,2,0,134.000000000000,134.000000000000
9203,AW00020202,Alexandra Jones,60,"50 and above",New,"2013-12-08",141,1,46,4,4,0,46.000000000000,46.000000000000
9204,AW00020203,Roy Blanco,49,"40-49",New,"2013-09-22",144,1,120,2,2,0,120.000000000000,120.000000000000
9205,AW00020204,Renee Carlson,55,"50 and above",New,"2013-01-30",152,1,2476,2,2,0,2476.000000000000,2476.000000000000
9206,AW00020205,Bryce Cox,62,"50 and above",New,"2013-06-12",147,1,1184,4,4,0,1184.000000000000,1184.000000000000
9207,AW00020206,Olivia Murphy,62,"50 and above",Regular,"2013-10-27",143,2,3204,3,3,21,1602.000000000000,152.571428571428
9208,AW00020207,Angel Bailey,56,"50 and above",New,"2013-06-12",147,1,1134,3,3,0,1134.000000000000,1134.000000000000
9209,AW00020208,Austin Hayes,62,"50 and above",Regular,"2013-09-30",144,2,3219,3,3,21,1609.500000000000,153.285714285714
9210,AW00020209,Andrea Turner,62,"50 and above",Regular,"2013-10-10",143,2,3268,6,6,21,1634.000000000000,155.619047619047
9211,AW00020210,Stephanie Powell,61,"50 and above",New,"2013-02-17",151,1,2478,2,2,0,2478.000000000000,2478.000000000000
9212,AW00020211,Scott Rodgers,52,"50 and above",VIP,"2013-06-01",147,2,5333,3,3,20,2666.500000000000,266.650000000000
9213,AW00020212,Krista Alonso,50,"50 and above",New,"2013-12-15",141,2,100,6,6,7,50.000000000000,14.285714285714
9214,AW00020213,Gina Dominguez,50,"50 and above",VIP,"2013-06-05",147,2,6029,3,3,20,3014.500000000000,301.450000000000
9215,AW00020214,Trisha Liu,51,"50 and above",VIP,"2013-06-25",147,2,5304,3,3,20,2652.000000000000,265.200000000000
9216,AW00020215,Ioannis Xylaras,51,"50 and above",VIP,"2013-06-07",147,2,5279,2,2,20,2639.500000000000,263.950000000000
9217,AW00020216,Shawn Chander,52,"50 and above",VIP,"2013-06-04",147,2,5338,4,4,20,2669.000000000000,266.900000000000
9218,AW00020217,Valerie Wang,42,"40-49",VIP,"2013-06-04",147,2,6089,5,5,20,3044.500000000000,304.450000000000
9219,AW00020218,Drew Xie,47,"40-49",New,"2013-05-03",148,2,104,7,7,1,52.000000000000,104.000000000000
9220,AW00020219,Colleen Harrison,50,"50 and above",VIP,"2013-05-31",148,2,6044,5,5,19,3022.000000000000,318.105263157894
9221,AW00020220,Wendy Carlson,50,"50 and above",VIP,"2013-06-06",147,2,6060,5,5,20,3030.000000000000,303.000000000000
9222,AW00020221,Kaylee Sanders,45,"40-49",VIP,"2013-06-15",147,2,6035,4,4,20,3017.500000000000,301.750000000000
9223,AW00020222,Melissa Morgan,47,"40-49",New,"2013-12-18",141,2,74,5,5,6,37.000000000000,12.333333333333
9224,AW00020223,Terrance Malhotra,47,"40-49",New,"2013-12-28",141,2,187,8,8,1,93.500000000000,187.000000000000
9225,AW00020224,Lawrence Gill,53,"50 and above",New,"2013-10-05",143,2,44,4,4,0,22.000000000000,44.000000000000
9226,AW00020225,Sharon Rai,53,"50 and above",VIP,"2013-06-16",147,2,6056,3,3,20,3028.000000000000,302.800000000000
9227,AW00020226,Valerie She,54,"50 and above",VIP,"2013-06-05",147,2,6067,5,5,20,3033.500000000000,303.350000000000
9228,AW00020227,Louis Zhang,53,"50 and above",VIP,"2013-06-22",147,2,6054,3,3,20,3027.000000000000,302.700000000000
9229,AW00020228,Raymond Arthur,54,"50 and above",VIP,"2013-05-30",148,2,6093,5,5,19,3046.500000000000,320.684210526315
9230,AW00020229,Austin Walker,54,"50 and above",New,"2013-08-19",145,1,70,3,3,0,70.000000000000,70.000000000000
9231,AW00020230,Gary Munoz,49,"40-49",New,"2013-06-13",147,1,32,2,2,0,32.000000000000,32.000000000000
9232,AW00020231,Kelvin Zhou,55,"50 and above",New,"2013-05-23",148,1,60,3,3,0,60.000000000000,60.000000000000
9233,AW00020232,Franklin Chande,56,"50 and above",New,"2013-06-13",147,1,92,4,4,0,92.000000000000,92.000000000000
9234,AW00020233,Jenny Raje,56,"50 and above",New,"2013-05-03",148,1,70,3,3,0,70.000000000000,70.000000000000
9235,AW00020234,Gerald Mehta,55,"50 and above",New,"2013-02-23",151,1,32,2,2,0,32.000000000000,32.000000000000
9236,AW00020235,Kenneth Deng,56,"50 and above",New,"2013-12-13",141,1,35,2,2,0,35.000000000000,35.000000000000
9237,AW00020236,Cesar Chandra,57,"50 and above",VIP,"2013-06-30",147,2,5279,2,2,20,2639.500000000000,263.950000000000
9238,AW00020237,Hunter Yang,57,"50 and above",New,"2013-02-01",151,1,21,1,1,0,21.000000000000,21.000000000000
9239,AW00020238,Anna Watson,52,"50 and above",VIP,"2013-06-23",147,2,6021,2,2,20,3010.500000000000,301.050000000000
9240,AW00020239,Jill Ortega,41,"40-49",VIP,"2013-06-19",147,2,6093,5,5,20,3046.500000000000,304.650000000000
9241,AW00020240,Beth Rubio,59,"50 and above",New,"2013-10-16",143,1,57,3,3,0,57.000000000000,57.000000000000
9242,AW00020241,Cesar Mehta,58,"50 and above",VIP,"2013-07-20",146,2,5347,5,5,21,2673.500000000000,254.619047619047
9243,AW00020242,Christopher Thomas,88,"50 and above",VIP,"2013-06-13",147,2,6068,6,6,20,3034.000000000000,303.400000000000
9244,AW00020243,Tamara Ye,54,"50 and above",New,"2013-05-22",148,1,60,3,3,0,60.000000000000,60.000000000000
9245,AW00020244,Dawn Raji,54,"50 and above",VIP,"2013-06-13",147,2,6021,2,2,20,3010.500000000000,301.050000000000
9246,AW00020245,Darren Malhotra,53,"50 and above",VIP,"2013-07-21",146,2,6085,5,5,21,3042.500000000000,289.761904761904
9247,AW00020246,Mindy Xu,48,"40-49",VIP,"2013-06-30",147,2,6035,4,4,21,3017.500000000000,287.380952380952
9248,AW00020247,Kristina Lopez,53,"50 and above",VIP,"2013-07-25",146,2,6056,3,3,21,3028.000000000000,288.380952380952
9249,AW00020248,Gina Suarez,60,"50 and above",New,"2013-12-26",141,1,70,3,3,0,70.000000000000,70.000000000000
9250,AW00020249,Tasha Kumar,60,"50 and above",VIP,"2013-07-24",146,2,5333,3,3,21,2666.500000000000,253.952380952380
9251,AW00020250,Charles Garcia,60,"50 and above",New,"2013-04-18",149,1,37,3,3,0,37.000000000000,37.000000000000
9252,AW00020251,Luis Li,60,"50 and above",New,"2013-04-22",149,1,59,3,3,0,59.000000000000,59.000000000000
9253,AW00020252,Darrell Raje,54,"50 and above",New,"2013-09-01",144,1,70,3,3,0,70.000000000000,70.000000000000
9254,AW00020253,Veronica Kapoor,49,"40-49",VIP,"2013-07-26",146,2,6035,4,4,22,3017.500000000000,274.318181818181
9255,AW00020254,Dana Gutierrez,55,"50 and above",New,"2013-09-16",144,1,60,3,3,0,60.000000000000,60.000000000000
9256,AW00020255,Stephanie Russell,49,"40-49",New,"2013-02-10",151,1,75,2,2,0,75.000000000000,75.000000000000
9257,AW00020256,Javier Serrano,50,"50 and above",VIP,"2013-07-17",146,2,6029,3,3,20,3014.500000000000,301.450000000000
9258,AW00020257,Roy Carlson,50,"50 and above",New,"2014-01-24",140,1,21,1,1,0,21.000000000000,21.000000000000
9259,AW00020258,Katelyn Ward,46,"40-49",VIP,"2013-07-13",146,2,6029,3,3,20,3014.500000000000,301.450000000000
9260,AW00020259,Jenny Andersen,51,"50 and above",VIP,"2013-07-19",146,2,6029,3,3,20,3014.500000000000,301.450000000000
9261,AW00020260,Ethan Martinez,58,"50 and above",VIP,"2013-06-30",147,2,5314,3,3,19,2657.000000000000,279.684210526315
9262,AW00020261,Mariah Rivera,58,"50 and above",VIP,"2013-07-30",146,2,5314,3,3,20,2657.000000000000,265.700000000000
9263,AW00020262,Brett Prasad,58,"50 and above",New,"2013-07-01",146,1,27,3,3,0,27.000000000000,27.000000000000
9264,AW00020263,Steve Zhou,57,"50 and above",New,"2013-11-26",142,1,21,1,1,0,21.000000000000,21.000000000000
9265,AW00020264,Jay Carlson,53,"50 and above",VIP,"2013-07-23",146,2,5333,3,3,20,2666.500000000000,266.650000000000
9266,AW00020265,Clarence Guo,59,"50 and above",New,"2013-03-13",150,1,32,2,2,0,32.000000000000,32.000000000000
9267,AW00020266,Summer Gonzalez,53,"50 and above",New,"2013-04-20",149,1,60,3,3,0,60.000000000000,60.000000000000
9268,AW00020267,Monica Garcia,54,"50 and above",New,"2013-08-05",145,1,49,3,3,0,49.000000000000,49.000000000000
9269,AW00020268,Jorge He,54,"50 and above",New,"2013-10-23",143,1,21,1,1,0,21.000000000000,21.000000000000
9270,AW00020269,Hunter Foster,65,"50 and above",New,"2013-10-28",143,1,5,1,1,0,5.000000000000,5.000000000000
